"","Estado","Antiguedad","Vivienda","Plazo","Edad","EstadoCivil","Registros","Trabajo","Gastos","Ingresos","Activos","Deuda","Cantidad","Precio"
"3837","bueno",2,"alquila",60,24,"casado","no","fijo",55,100,4000,0,1750,1900
"3838","malo",2,"privado",48,37,"casado","sí","tiempo parcial",75,115,2000,0,850,1194
"3839","bueno",2,"padres",60,24,"soltero","no","fijo",35,164,0,0,900,1516
"3840","bueno",0,"padres",24,20,"soltero","no","fijo",35,155,7000,0,1450,1688
"3841","bueno",4,"propietario",48,40,"casado","sí","fijo",60,150,3500,200,800,800
"3842","malo",21,"propietario",60,63,"casado","sí","fijo",60,165,3000,0,1250,1424
"3843","malo",14,"alquila",60,38,"casado","no","fijo",71,108,0,0,1400,1693
"3844","bueno",25,"propietario",60,51,"casado","no","fijo",35,93,3500,0,900,995
"3845","malo",6,"otra",60,30,"casado","no","fijo",60,133,0,0,1300,1388
"3846","bueno",3,"propietario",36,37,"casado","no","fijo",60,55,0,0,1500,2315
"3847","bueno",13,"propietario",36,39,"casado","no","fijo",35,148,14000,0,300,850
"3848","bueno",5,"padres",24,31,"soltero","no","fijo",35,130,0,0,200,1447
"3849","bueno",16,"otra",60,34,"casado","no","fijo",60,120,6000,0,1350,1487
"3851","bueno",5,"otra",18,65,"casado","sí","otros",35,99,0,0,375,675
"3852","bueno",16,"alquila",48,32,"soltero","sí","fijo",47,120,0,0,800,1224
"3853","bueno",2,"alquila",48,29,"soltero","no","fijo",60,250,0,0,1000,1179
"3854","bueno",0,"padres",60,31,"casado","no","otros",75,37,0,0,1500,2084
"3856","bueno",6,"propietario",48,55,"casado","no","freelance",45,74,16000,1500,2000,3753
"3859","malo",3,"padres",60,25,"casado","no","fijo",35,70,0,0,1300,1332
"3860","bueno",5,"propietario",36,58,"casado","sí","otros",45,79,7000,0,400,1234
"3861","malo",0,"alquila",48,20,"soltero","sí","tiempo parcial",56,105,0,0,1100,1289
"3862","bueno",9,"privado",48,27,"casado","no","fijo",45,102,5000,360,1300,1537
"3863","bueno",0,"propietario",48,29,"casado","no","otros",60,50,11000,0,1000,1480
"3864","bueno",8,"propietario",12,39,"casado","no","fijo",75,160,1500,0,360,865
"3865","bueno",24,"propietario",60,43,"soltero","no","fijo",35,120,3500,0,1320,1680
"3866","bueno",3,"padres",60,23,"soltero","no","fijo",35,107,0,0,800,1111
"3867","bueno",13,"propietario",60,27,"casado","no","fijo",35,253,7000,0,1060,1750
"3868","bueno",2,"alquila",60,49,"casado","no","fijo",51,155,0,0,1500,1550
"3869","bueno",33,"propietario",48,61,"casado","no","fijo",35,130,8000,0,850,1050
"3870","malo",0,"propietario",36,31,"casado","sí","tiempo parcial",45,120,3000,150,700,850
"3871","bueno",0,"alquila",60,46,"separado","no","fijo",57,124,0,0,940,1149
"3872","bueno",7,"padres",60,25,"soltero","no","fijo",35,75,0,0,1100,1340
"3873","bueno",20,"propietario",36,37,"casado","sí","fijo",60,150,3500,0,450,950
"3874","bueno",10,"alquila",36,36,"divorciado","no","freelance",45,100,0,0,1000,1700
"3875","malo",17,"propietario",36,60,"casado","no","fijo",60,78,2500,0,650,800
"3876","bueno",1,"propietario",60,28,"casado","no","fijo",45,60,4000,0,1500,2326
"3877","bueno",10,"propietario",60,32,"casado","no","fijo",45,419,5500,2500,1300,1995
"3878","bueno",4,"alquila",60,25,"casado","no","fijo",56,112,0,0,1250,1399
"3879","malo",3,"alquila",60,32,"casado","no","fijo",50,147,0,0,1100,1226
"3880","bueno",31,"propietario",12,53,"casado","sí","fijo",60,165,6000,0,594,1332
"3881","bueno",3,"alquila",24,32,"casado","no","fijo",61,160,0,0,400,450
"3883","bueno",0,"alquila",12,22,"soltero","no","freelance",38,34,0,0,700,1665
"3884","bueno",1,"alquila",60,25,"casado","no","tiempo parcial",42,73,0,0,1000,1050
"3885","malo",12,"propietario",60,37,"casado","no","fijo",60,98,9000,200,800,1012
"3886","bueno",2,"alquila",36,44,"casado","no","tiempo parcial",57,123,5000,0,900,975
"3888","bueno",1,"propietario",60,40,"casado","sí","fijo",45,100,8500,0,400,1570
"3889","bueno",0,"propietario",60,47,"casado","no","freelance",45,56,6000,0,1345,1345
"3890","bueno",3,"propietario",60,32,"casado","no","fijo",45,90,6000,0,1500,2502
"3891","bueno",1,"propietario",60,21,"soltero","sí","fijo",35,294,53000,0,1300,1398
"3893","bueno",19,"padres",60,34,"soltero","no","fijo",35,80,0,0,1000,1097
"3894","bueno",0,"padres",18,33,"soltero","no","fijo",35,112,6000,0,450,1196
"3895","bueno",3,"alquila",60,29,"casado","sí","fijo",55,100,0,0,930,1007
"3896","bueno",4,"propietario",36,42,"soltero","no","fijo",35,115,12000,0,900,1299
"3897","bueno",5,"propietario",60,37,"casado","no","freelance",60,67,3500,196,1300,1625
"3898","bueno",2,"propietario",60,24,"casado","no","fijo",45,375,5000,0,2200,2433
"3899","bueno",2,"otra",60,39,"soltero","no","fijo",35,113,0,0,1250,1499
"3900","bueno",18,"alquila",36,41,"soltero","no","freelance",40,53,0,0,750,1077
"3901","bueno",17,"propietario",48,55,"casado","sí","freelance",60,73,15000,0,1900,2205
"3903","bueno",19,"propietario",60,34,"casado","no","fijo",60,196,7000,1000,1690,1930
"3904","bueno",1,"alquila",48,24,"casado","no","tiempo parcial",41,56,0,0,1500,1935
"3905","bueno",16,"propietario",48,31,"casado","no","fijo",45,200,5000,800,1250,1646
"3906","bueno",1,"alquila",48,34,"casado","no","fijo",55,102,0,0,600,1074
"3907","bueno",15,"propietario",60,43,"casado","no","freelance",60,310,7000,0,1200,1297
"3908","bueno",11,"propietario",60,33,"casado","no","fijo",60,106,6000,0,1500,1702
"3909","malo",0,"padres",36,22,"soltero","no","tiempo parcial",35,103,4500,0,1050,1485
"3910","bueno",0,"padres",60,41,"soltero","no","tiempo parcial",35,131,4500,0,1200,1538
"3911","malo",0,"privado",60,43,"casado","no","tiempo parcial",45,117,2000,250,1600,1967
"3912","malo",0,"alquila",60,25,"soltero","sí","tiempo parcial",47,120,0,0,1200,1460
"3913","malo",0,"alquila",36,18,"soltero","sí","otros",38,33,0,0,300,350
"3915","bueno",9,"otra",60,31,"casado","no","fijo",60,130,0,0,1500,1700
"3916","bueno",14,"propietario",60,40,"casado","no","fijo",60,110,5000,0,1000,1646
"3917","bueno",4,"padres",36,20,"soltero","no","fijo",35,60,0,0,550,587
"3918","bueno",5,"padres",36,28,"casado","no","fijo",45,107,0,0,1160,1959
"3919","malo",0,"alquila",36,22,"soltero","no","tiempo parcial",42,65,0,0,430,550
"3920","bueno",4,"padres",36,28,"casado","no","fijo",35,173,0,0,1000,1300
"3921","bueno",13,"propietario",60,35,"casado","no","fijo",60,134,4500,700,1000,1894
"3922","bueno",8,"propietario",60,41,"casado","no","freelance",60,173,8000,0,1200,1570
"3923","malo",1,"padres",60,22,"soltero","no","freelance",35,78,3500,0,2275,2300
"3924","bueno",5,"ignorar",48,51,"divorciado","no","fijo",35,95,6000,0,500,645
"3925","bueno",3,"alquila",36,21,"soltero","no","fijo",44,89,0,0,400,500
"3926","malo",1,"propietario",60,40,"casado","sí","fijo",60,155,2500,0,1650,1650
"3927","malo",3,"propietario",36,45,"casado","sí","fijo",60,87,3500,0,650,650
"3929","malo",1,"padres",36,31,"casado","no","fijo",35,61,4000,0,700,800
"3930","bueno",3,"privado",60,35,"casado","no","fijo",75,185,3500,1200,700,845
"3931","bueno",20,"propietario",12,48,"separado","no","freelance",75,300,18000,0,760,1369
"3933","bueno",10,"propietario",36,37,"casado","sí","fijo",60,320,15000,1000,1000,2191
"3934","bueno",1,"propietario",36,20,"soltero","no","tiempo parcial",35,139,4000,0,375,425
"3935","bueno",8,"alquila",48,36,"casado","no","fijo",76,159,0,0,830,939
"3936","bueno",6,"otra",48,35,"casado","no","fijo",60,79,15000,0,2000,2504
"3937","bueno",0,"otra",36,26,"casado","no","fijo",45,260,0,0,725,775
"3938","malo",0,"alquila",60,60,"casado","no","otros",55,100,8000,0,2500,2500
"3939","bueno",12,"propietario",60,54,"casado","sí","fijo",75,231,15000,0,1950,2500
"3940","bueno",6,"alquila",60,31,"soltero","no","fijo",43,82,0,0,800,946
"3941","malo",3,"padres",60,30,"casado","sí","fijo",45,120,4000,0,1500,1621
"3942","malo",0,"padres",18,19,"soltero","no","fijo",35,91,0,0,650,650
"3943","bueno",12,"alquila",36,30,"casado","no","fijo",65,203,0,0,1500,2700
"3944","bueno",13,"padres",60,34,"soltero","no","fijo",35,96,0,0,750,775
"3948","bueno",8,"propietario",24,36,"casado","no","fijo",60,90,6000,1500,900,1715
"3949","bueno",10,"propietario",36,52,"casado","no","freelance",35,225,25000,0,2000,2315
"3950","bueno",5,"propietario",60,36,"casado","sí","fijo",35,205,9000,1500,1050,1168
"3952","malo",2,"propietario",60,35,"soltero","no","fijo",35,51,4000,0,1400,1628
"3953","bueno",21,"propietario",60,40,"casado","sí","fijo",60,144,6500,0,2000,2230
"3954","malo",3,"padres",60,34,"soltero","sí","tiempo parcial",35,80,0,0,1100,1265
"3956","bueno",14,"padres",60,32,"casado","sí","fijo",35,140,0,0,1150,1273
"3957","bueno",23,"propietario",60,50,"casado","no","fijo",45,90,3000,0,950,1101
"3958","bueno",3,"propietario",48,25,"casado","no","freelance",35,107,4500,1900,1000,1250
"3959","bueno",4,"propietario",36,32,"casado","no","fijo",45,190,13000,2000,800,2400
"3960","bueno",8,"propietario",60,34,"casado","sí","fijo",45,145,5000,0,1100,1110
"3961","bueno",11,"alquila",12,29,"soltero","no","fijo",44,93,0,0,700,1667
"3962","bueno",2,"alquila",60,40,"casado","no","fijo",60,145,500,0,1550,1621
"3963","bueno",3,"padres",48,24,"soltero","no","fijo",35,55,3000,0,850,875
"3964","bueno",3,"padres",48,28,"casado","no","fijo",45,173,0,0,1000,2057
"3965","bueno",6,"alquila",60,34,"casado","no","fijo",86,110,0,0,800,2263
"3967","bueno",20,"propietario",60,39,"casado","no","fijo",60,68,13000,0,900,975
"3968","bueno",0,"propietario",24,52,"casado","no","otros",45,170,6500,0,500,600
"3969","bueno",8,"propietario",60,33,"casado","no","fijo",45,160,2000,0,1050,2277
"3970","malo",5,"propietario",48,49,"viudo","no","otros",35,48,4000,0,1100,1438
"3971","bueno",17,"propietario",48,46,"casado","no","fijo",35,128,4000,0,1400,1718
"3972","malo",2,"alquila",48,44,"separado","no","fijo",48,125,5000,800,1600,2500
"3973","bueno",0,"padres",60,22,"soltero","no","tiempo parcial",35,72,0,0,1100,1131
"3974","bueno",20,"propietario",60,44,"casado","no","fijo",60,115,4000,0,1250,1463
"3975","bueno",5,"alquila",60,42,"separado","sí","freelance",89,288,15000,0,1800,2148
"3976","bueno",16,"propietario",36,40,"casado","no","fijo",60,160,4000,0,1300,2305
"3977","bueno",14,"propietario",60,38,"casado","no","fijo",60,114,5000,400,1200,2062
"3978","bueno",1,"alquila",6,38,"casado","no","tiempo parcial",72,118,0,0,125,375
"3979","bueno",1,"padres",48,21,"soltero","no","fijo",35,60,0,0,850,1195
"3980","malo",1,"alquila",24,24,"soltero","no","tiempo parcial",49,139,0,0,500,550
"3981","bueno",12,"alquila",48,36,"casado","no","fijo",80,195,0,0,1800,2272
"3982","bueno",3,"padres",48,29,"separado","no","fijo",35,108,0,0,900,1263
"3983","malo",2,"alquila",18,46,"casado","sí","fijo",74,140,0,0,200,380
"3984","bueno",18,"padres",60,42,"divorciado","sí","fijo",35,145,0,0,1000,1025
"3985","bueno",15,"propietario",36,43,"casado","sí","fijo",60,105,5000,0,400,1631
"3986","malo",2,"padres",60,20,"soltero","no","fijo",35,56,3500,0,1300,1637
"3987","bueno",14,"propietario",60,28,"casado","no","fijo",35,216,4000,0,1750,2270
"3988","malo",0,"padres",36,21,"soltero","no","tiempo parcial",35,130,2000,0,875,1075
"3989","bueno",3,"propietario",60,27,"casado","no","fijo",35,120,4000,1500,1800,2090
"3990","bueno",1,"propietario",60,27,"casado","no","fijo",35,90,2000,0,1150,1470
"3991","malo",6,"alquila",60,38,"casado","sí","fijo",55,103,0,0,1100,1303
"3993","bueno",3,"propietario",60,33,"casado","sí","fijo",45,193,10000,1500,1300,1730
"3994","bueno",6,"padres",18,25,"casado","no","fijo",45,164,0,0,1250,1890
"3995","bueno",18,"alquila",60,37,"casado","no","fijo",70,100,0,0,1300,1345
"3996","bueno",30,"propietario",12,56,"casado","no","freelance",45,60,12000,0,1375,1700
"3997","bueno",25,"privado",12,55,"soltero","no","freelance",35,92,25000,0,150,400
"3998","bueno",1,"propietario",60,22,"soltero","no","fijo",35,300,4000,200,1350,1450
"3999","bueno",18,"alquila",48,53,"casado","no","fijo",54,92,0,0,1340,1345
"4000","bueno",5,"propietario",36,53,"casado","sí","otros",35,227,8500,0,1550,1985
"4001","malo",5,"alquila",48,31,"casado","sí","fijo",60,150,0,0,800,1707
"4002","bueno",14,"propietario",60,40,"casado","no","fijo",45,91,0,0,1100,1565
"4004","bueno",10,"privado",60,48,"casado","no","fijo",35,161,9000,0,900,1100
"4005","bueno",39,"propietario",60,58,"casado","no","fijo",35,113,3500,0,1380,1623
"4006","bueno",0,"privado",48,41,"casado","no","fijo",75,146,10000,0,1370,1623
"4007","bueno",1,"padres",36,24,"soltero","no","fijo",35,70,0,0,700,1067
"4008","malo",5,"alquila",60,37,"casado","no","fijo",77,318,5000,0,1750,2953
"4009","bueno",10,"propietario",60,34,"casado","no","fijo",45,115,9500,0,1450,1721
"4010","malo",1,"alquila",60,36,"casado","sí","tiempo parcial",84,90,0,0,1100,1184
"4011","bueno",3,"privado",60,27,"casado","no","fijo",35,215,5000,2800,1500,1682
"4012","bueno",8,"propietario",24,30,"casado","sí","fijo",35,340,1200,0,1000,1893
"4013","malo",1,"alquila",60,31,"divorciado","sí","tiempo parcial",39,42,0,0,1200,1265
"4014","bueno",0,"propietario",24,18,"soltero","no","tiempo parcial",35,104,12000,0,1700,1726
"4015","bueno",20,"privado",60,59,"casado","no","freelance",35,81,18000,0,1200,1349
"4016","malo",8,"alquila",48,30,"soltero","no","fijo",46,114,0,0,1650,1659
"4017","bueno",0,"privado",60,42,"casado","no","tiempo parcial",35,210,1500,0,1250,1518
"4018","bueno",3,"propietario",48,29,"casado","no","fijo",35,83,4500,1170,700,837
"4019","malo",3,"alquila",48,39,"casado","sí","fijo",97,223,0,0,1250,1609
"4020","bueno",17,"otra",48,40,"casado","no","fijo",60,117,6000,960,1200,1893
"4021","malo",14,"propietario",60,47,"viudo","sí","fijo",35,100,4000,2000,1475,1475
"4022","malo",11,"padres",60,30,"casado","sí","fijo",45,105,5000,0,1500,2500
"4024","bueno",2,"padres",36,25,"soltero","no","fijo",35,110,0,0,500,1200
"4025","bueno",3,"padres",60,23,"soltero","no","freelance",35,42,10000,0,2000,2203
"4026","bueno",14,"propietario",60,35,"casado","no","fijo",35,80,3500,0,1100,1622
"4027","malo",20,"propietario",60,43,"casado","sí","fijo",45,120,10000,0,2000,2700
"4028","bueno",5,"alquila",24,41,"casado","no","freelance",44,90,8000,0,600,1218
"4029","bueno",15,"propietario",60,50,"casado","sí","fijo",35,112,4000,0,1150,1400
"4030","bueno",3,"propietario",36,26,"casado","no","fijo",35,136,6000,4500,900,1421
"4031","malo",7,"propietario",36,38,"casado","sí","fijo",45,85,3400,1500,450,550
"4032","bueno",7,"propietario",60,33,"casado","no","freelance",60,144,4500,0,1100,1245
"4033","bueno",9,"propietario",60,42,"casado","no","fijo",75,140,7000,0,1000,1423
"4034","bueno",2,"alquila",48,22,"casado","no","fijo",53,183,0,0,1300,1300
"4037","malo",0,"alquila",60,24,"casado","no","tiempo parcial",41,56,0,0,1308,1558
"4038","bueno",2,"privado",60,24,"casado","no","fijo",35,170,5000,1500,1150,1200
"4039","bueno",16,"alquila",36,41,"casado","no","fijo",52,71,0,0,900,950
"4040","malo",3,"alquila",60,39,"casado","sí","fijo",69,94,0,0,1450,1546
"4041","malo",1,"alquila",60,34,"casado","no","fijo",56,112,4000,1500,1400,1508
"4042","bueno",12,"alquila",36,55,"casado","no","fijo",57,115,0,0,800,1250
"4043","malo",0,"propietario",60,64,"viudo","no","otros",35,100,8000,0,1980,2038
"4044","bueno",3,"otra",48,32,"soltero","sí","fijo",35,71,0,0,1000,1200
"4045","bueno",14,"alquila",36,47,"casado","no","fijo",73,125,6500,0,600,825
"4046","malo",0,"padres",60,25,"soltero","no","tiempo parcial",35,35,0,0,1150,1351
"4047","bueno",9,"propietario",60,25,"casado","no","fijo",60,200,13500,5000,1900,2115
"4048","malo",0,"alquila",48,35,"casado","no","tiempo parcial",106,160,0,0,930,930
"4050","malo",1,"padres",60,43,"casado","sí","fijo",90,179,0,0,1600,1896
"4051","malo",2,"padres",36,21,"soltero","no","freelance",35,221,0,0,500,650
"4052","bueno",4,"propietario",48,22,"casado","no","fijo",35,214,10000,3000,1250,1566
"4053","bueno",20,"propietario",60,56,"casado","no","fijo",35,145,5000,0,1600,1763
"4054","bueno",2,"otra",48,25,"soltero","no","fijo",35,142,0,0,1000,1440
"4055","bueno",8,"propietario",60,56,"casado","no","freelance",45,200,30000,0,1400,1500
"4056","bueno",13,"propietario",60,36,"casado","no","fijo",45,72,3500,45,1400,1625
"4057","bueno",5,"propietario",24,59,"casado","no","fijo",35,105,18000,0,1800,1965
"4058","bueno",13,"propietario",60,58,"casado","no","fijo",75,211,7500,2000,800,1214
"4059","malo",0,"propietario",60,40,"casado","sí","tiempo parcial",90,90,8000,0,1000,1189
"4060","bueno",25,"propietario",12,49,"casado","no","freelance",60,100,5500,0,1000,1998
"4061","malo",5,"alquila",54,27,"casado","no","fijo",47,118,0,0,1500,1600
"4062","malo",2,"propietario",60,44,"casado","no","fijo",60,88,2000,0,1450,1452
"4063","bueno",5,"propietario",24,26,"casado","no","fijo",45,147,10000,300,450,1522
"4065","bueno",18,"propietario",60,45,"soltero","sí","fijo",35,197,2000,0,1500,1578
"4066","malo",1,"privado",60,24,"casado","no","tiempo parcial",35,127,3500,2000,1700,1825
"4067","malo",0,"alquila",60,25,"casado","sí","fijo",69,235,0,0,1400,1650
"4068","bueno",12,"propietario",60,56,"casado","no","freelance",35,126,17000,0,3000,3745
"4070","bueno",2,"otra",24,30,"casado","sí","fijo",45,233,0,0,900,1189
"4071","bueno",1,"propietario",60,47,"casado","no","fijo",75,78,4000,0,1500,1711
"4072","bueno",2,"propietario",48,30,"soltero","no","fijo",35,106,4000,0,660,1060
"4073","bueno",14,"propietario",60,28,"casado","no","fijo",45,178,4000,700,600,700
"4075","malo",2,"propietario",60,29,"casado","sí","tiempo parcial",35,71,6000,0,700,2700
"4077","bueno",1,"padres",48,24,"soltero","no","fijo",35,53,0,0,1200,1215
"4078","bueno",18,"propietario",36,43,"casado","no","fijo",90,116,4000,0,400,985
"4079","bueno",30,"propietario",12,52,"soltero","no","fijo",35,237,5000,500,800,1800
"4080","bueno",3,"alquila",48,34,"casado","no","fijo",77,165,5000,0,1287,1693
"4081","bueno",3,"padres",24,25,"soltero","sí","fijo",35,128,0,0,300,1397
"4083","bueno",1,"propietario",60,61,"soltero","no","otros",35,216,8000,0,1200,1236
"4084","bueno",16,"propietario",60,51,"casado","no","fijo",60,155,4000,0,900,925
"4086","bueno",0,"padres",24,41,"casado","no","fijo",60,105,3500,0,450,600
"4087","malo",0,"padres",60,27,"casado","no","tiempo parcial",45,82,0,0,1400,1520
"4088","bueno",8,"propietario",36,52,"casado","no","fijo",60,695,18000,0,750,2095
"4089","bueno",13,"propietario",60,31,"casado","no","fijo",45,180,7500,1400,1200,1491
"4090","bueno",6,"propietario",60,28,"casado","no","freelance",60,125,0,0,800,1700
"4091","malo",13,"alquila",36,44,"casado","sí","freelance",84,85,0,0,1150,1325
"4092","bueno",13,"propietario",24,41,"casado","no","fijo",60,167,6000,1122,400,850
"4093","malo",0,"padres",60,18,"soltero","no","tiempo parcial",35,45,0,0,900,1001
"4094","bueno",3,"propietario",60,43,"casado","no","freelance",45,174,9000,1692,1900,2374
"4095","malo",2,"propietario",60,25,"soltero","no","tiempo parcial",35,95,4500,3000,1080,1296
"4097","bueno",25,"propietario",60,50,"casado","sí","freelance",75,314,10000,0,1350,1417
"4098","bueno",1,"alquila",60,21,"soltero","no","fijo",46,110,0,0,1450,1517
"4099","bueno",19,"propietario",60,35,"casado","no","fijo",45,163,8000,340,1100,1269
"4100","bueno",3,"propietario",30,37,"casado","no","fijo",75,80,4000,0,650,1270
"4101","bueno",16,"propietario",60,30,"casado","no","fijo",35,110,5000,200,1000,1000
"4102","bueno",0,"propietario",60,25,"casado","no","tiempo parcial",35,90,1500,500,900,990
"4103","bueno",1,"propietario",60,55,"casado","no","otros",35,83,13000,0,900,925
